Labels,Latitude,Longitude,Capacity
ParkingVelo7414,48.8343796,2.3217012,4
ParkingVelo7415,48.8302497,2.370346,6
ParkingVelo7416,48.8303655,2.3703055,8
ParkingVelo7417,48.8647305,2.3465583,8
ParkingVelo7418,48.8721702,2.3687623,8
ParkingVelo7419,48.8731919,2.3661522,16
ParkingVelo7420,48.8729655,2.3664527,8
ParkingVelo7421,48.8740597,2.3669382,8
ParkingVelo7422,48.8734996,2.3687722,10
ParkingVelo7423,48.87355,2.3694948,40
ParkingVelo7424,48.8736419,2.3654981,16
ParkingVelo7425,48.8748163,2.3673375,24
ParkingVelo7426,48.8574784,2.3554808,30
ParkingVelo7429,48.8740122,2.3477577,10
ParkingVelo7430,48.8724297,2.344723,32
ParkingVelo7433,48.8647374,2.3661547,40
ParkingVelo7434,48.8656453,2.3515852,6
ParkingVelo7435,48.8657201,2.3516254,6
ParkingVelo7436,48.8802698,2.35106,8
ParkingVelo7437,48.8752867,2.3384692,22
ParkingVelo7438,48.8306373,2.3144311,28
ParkingVelo7439,48.8952351,2.3520679,8
ParkingVelo7440,48.8700813,2.3303724,62
ParkingVelo7441,48.8875541,2.3527779,8
ParkingVelo7442,48.8874332,2.352186,8
ParkingVelo7443,48.8873246,2.3516391,8
ParkingVelo7444,48.8871458,2.3510323,8
ParkingVelo7445,48.8872549,2.3510156,8
ParkingVelo7446,48.8863548,2.3504134,8
ParkingVelo7447,48.8860698,2.3501611,8
ParkingVelo7448,48.886236,2.3479923,8
ParkingVelo7449,48.8834714,2.3415766,8
ParkingVelo7450,48.8854339,2.3418612,16
ParkingVelo7451,48.8860436,2.3397653,10
ParkingVelo7452,48.8862701,2.3389828,10
ParkingVelo7453,48.8877904,2.3375601,8
ParkingVelo7454,48.8900941,2.3440839,10
ParkingVelo7457,48.8580811,2.3616763,3
ParkingVelo7458,48.8664455,2.3386922,11
ParkingVelo7459,48.8672619,2.3391417,24
ParkingVelo7460,48.868695,2.3418902,10
ParkingVelo7461,48.8689139,2.3420851,20
ParkingVelo7462,48.8693605,2.3422886,8
ParkingVelo7463,48.8694588,2.3423303,20
ParkingVelo7464,48.869539,2.3423707,18
ParkingVelo7465,48.8695497,2.3423016,6
ParkingVelo7466,48.8696685,2.3425175,8
ParkingVelo7467,48.869711,2.3427242,6
ParkingVelo7468,48.8781483,2.3514073,10
ParkingVelo7469,48.8780915,2.3519884,10
ParkingVelo7470,48.8741446,2.3772415,8
ParkingVelo7471,48.8648471,2.3959295,36
ParkingVelo7472,48.8562379,2.369148,10
ParkingVelo7473,48.8571855,2.3689881,8
ParkingVelo7474,48.8569862,2.3685203,8
ParkingVelo7475,48.8809382,2.3498811,18
ParkingVelo7476,48.8808864,2.3512337,20
ParkingVelo7477,48.8808995,2.3511558,12
ParkingVelo7478,48.8807088,2.3511766,4
ParkingVelo7479,48.8808562,2.3510493,14
ParkingVelo7480,48.8806871,2.3511694,4
ParkingVelo7481,48.8476512,2.3865903,14
ParkingVelo7482,48.8491592,2.3854301,22
ParkingVelo7483,48.8501268,2.3847922,18
ParkingVelo7484,48.8451545,2.3892152,16
ParkingVelo7485,48.8451168,2.3892673,6
ParkingVelo7486,48.844943,2.3893177,10
ParkingVelo7487,48.844912,2.3894878,6
ParkingVelo7488,48.844861,2.3895519,6
ParkingVelo7489,48.8465844,2.3875405,6
ParkingVelo7490,48.8441539,2.3286972,8
ParkingVelo7491,48.8439173,2.3283274,14
ParkingVelo7492,48.8365495,2.3738908,4
ParkingVelo7493,48.8365309,2.3738565,4
ParkingVelo7494,48.8365751,2.3739377,10
ParkingVelo7495,48.8283453,2.3814789,12
ParkingVelo7496,48.8315294,2.3782431,9
ParkingVelo7497,48.8279794,2.3665626,12
ParkingVelo7498,48.8294787,2.3656994,10
ParkingVelo7499,48.8296566,2.3690757,10
ParkingVelo7500,48.8298066,2.3695221,12
ParkingVelo7501,48.8329057,2.3664881,16
ParkingVelo7502,48.8331353,2.3661438,16
ParkingVelo7503,48.8367321,2.3561419,12
ParkingVelo7504,48.8332067,2.3539936,10
ParkingVelo7505,48.8332475,2.3545711,7
ParkingVelo7506,48.8297883,2.3541564,5
ParkingVelo7507,48.8277127,2.3546694,26
ParkingVelo7508,48.8171826,2.3665486,12
ParkingVelo7509,48.8177171,2.3664093,12
ParkingVelo7510,48.8229179,2.3622727,10
ParkingVelo7511,48.8218027,2.3634123,12
ParkingVelo7512,48.8193033,2.3607299,20
ParkingVelo7513,48.8231994,2.3553896,14
ParkingVelo7514,48.8221867,2.3517808,14
ParkingVelo7515,48.8280179,2.3498461,12
ParkingVelo7516,48.8333608,2.3483833,12
ParkingVelo7517,48.8229633,2.3219336,8
ParkingVelo7518,48.8260088,2.3225274,5
ParkingVelo7519,48.8282836,2.3194746,5
ParkingVelo7520,48.8282949,2.3169263,18
ParkingVelo7521,48.8276194,2.3076213,20
ParkingVelo7522,48.8301781,2.3077148,4
ParkingVelo7523,48.8301526,2.3076799,4
ParkingVelo7524,48.8315353,2.309392,5
ParkingVelo7525,48.8319982,2.310558,10
ParkingVelo7526,48.8320242,2.3106223,10
ParkingVelo7527,48.8333608,2.3156603,6
ParkingVelo7528,48.8427674,2.3392635,5
ParkingVelo7529,48.8414551,2.3387393,6
ParkingVelo7530,48.8414898,2.3377444,8
ParkingVelo7531,48.8419821,2.336173,5
ParkingVelo7532,48.8412353,2.336328,5
ParkingVelo7533,48.8409202,2.3338111,16
ParkingVelo7534,48.8409783,2.3336444,26
ParkingVelo7535,48.8412953,2.3330261,10
ParkingVelo7536,48.8412684,2.3331725,10
ParkingVelo7537,48.8414095,2.3331546,8
ParkingVelo7538,48.842139,2.3320166,20
ParkingVelo7539,48.8421388,2.3320954,10
ParkingVelo7540,48.8432404,2.327543,14
ParkingVelo7541,48.843198,2.3277044,10
ParkingVelo7542,48.8428032,2.3278322,8
ParkingVelo7543,48.8430052,2.3272771,10
ParkingVelo7544,48.8432184,2.3264792,12
ParkingVelo7545,48.8428804,2.3262747,5
ParkingVelo7546,48.8475358,2.343827,6
ParkingVelo7547,48.8484895,2.3443447,88
ParkingVelo7548,48.8493167,2.3457123,5
ParkingVelo7549,48.8458578,2.3448261,5
ParkingVelo7550,48.8462851,2.3481244,42
ParkingVelo7551,48.8463641,2.3490269,4
ParkingVelo7552,48.8479417,2.3485629,16
ParkingVelo7553,48.8477767,2.3514481,5
ParkingVelo7554,48.8410526,2.3557131,5
ParkingVelo7555,48.8413532,2.3545278,5
ParkingVelo7556,48.8427773,2.3543412,5
ParkingVelo7557,48.8432612,2.3527557,5
ParkingVelo7558,48.8423011,2.3526464,5
ParkingVelo7559,48.8362175,2.3467789,6
ParkingVelo7560,48.84406,2.3643017,26
ParkingVelo7561,48.8449194,2.3567912,11
ParkingVelo7562,48.8526837,2.3466567,10
ParkingVelo7563,48.8527575,2.3466995,10
ParkingVelo7564,48.8528847,2.3467722,20
ParkingVelo7565,48.8527012,2.3439008,4
ParkingVelo7566,48.8524672,2.3417706,9
ParkingVelo7567,48.8523015,2.3417595,5
ParkingVelo7568,48.8525576,2.3377082,14
ParkingVelo7569,48.8517635,2.3372127,5
ParkingVelo7570,48.8509581,2.3370716,10
ParkingVelo7571,48.8500213,2.3383318,8
ParkingVelo7572,48.8500498,2.3383884,12
ParkingVelo7573,48.84985,2.3392376,14
ParkingVelo7574,48.8490501,2.3392262,14
ParkingVelo7575,48.8489138,2.3403334,10
ParkingVelo7576,48.8490206,2.3404432,12
ParkingVelo7577,48.8477224,2.3423901,12
ParkingVelo7578,48.846108,2.3408886,12
ParkingVelo7579,48.8433142,2.3424715,4
ParkingVelo7580,48.8425271,2.3437184,6
ParkingVelo7581,48.8434133,2.3464865,5
ParkingVelo7582,48.8526333,2.3294868,10
ParkingVelo7583,48.8523369,2.3298942,8
ParkingVelo7584,48.8522095,2.3302566,10
ParkingVelo7585,48.8507372,2.3307941,5
ParkingVelo7586,48.850438,2.3299796,10
ParkingVelo7587,48.8502437,2.3300922,10
ParkingVelo7588,48.8501898,2.3299307,8
ParkingVelo7589,48.849098,2.3286052,10
ParkingVelo7590,48.848802,2.3317243,10
ParkingVelo7591,48.8485283,2.3316279,10
ParkingVelo7592,48.8485603,2.3317018,5
ParkingVelo7593,48.8478931,2.3276341,12
ParkingVelo7594,48.8463334,2.3239963,10
ParkingVelo7595,48.84598,2.3237438,10
ParkingVelo7596,48.8469233,2.3288913,10
ParkingVelo7597,48.8470976,2.3298956,10
ParkingVelo7598,48.8471057,2.3304375,6
ParkingVelo7599,48.846526,2.3315845,8
ParkingVelo7600,48.8317923,2.3475797,17
ParkingVelo7601,48.8306171,2.3522709,10
ParkingVelo7602,48.8304164,2.3517897,12
ParkingVelo7603,48.8303906,2.3515581,12
ParkingVelo7604,48.8302965,2.3512617,10
ParkingVelo7605,48.8300454,2.3504686,12
ParkingVelo7606,48.830023,2.3503987,12
ParkingVelo7607,48.8299986,2.3503234,12
ParkingVelo7608,48.8494438,2.3189756,4
ParkingVelo7609,48.8506238,2.3194877,10
ParkingVelo7610,48.8501069,2.3175792,12
ParkingVelo7611,48.846411,2.320659,12
ParkingVelo7612,48.849913,2.361505,5
ParkingVelo7613,48.8522645,2.3575383,18
ParkingVelo7614,48.8519461,2.3566024,10
ParkingVelo7615,48.8512299,2.3559807,10
ParkingVelo7616,48.8548343,2.3500287,18
ParkingVelo7617,48.8569375,2.3429138,5
ParkingVelo7618,48.8544963,2.3426464,14
ParkingVelo7619,48.8535447,2.3393087,5
ParkingVelo7620,48.8538586,2.3383325,10
ParkingVelo7621,48.8553083,2.3378929,16
ParkingVelo7622,48.855599,2.336758,5
ParkingVelo7623,48.8546481,2.3366333,14
ParkingVelo7624,48.8558046,2.3352433,6
ParkingVelo7625,48.8552708,2.3332191,10
ParkingVelo7626,48.8552568,2.3332925,10
ParkingVelo7627,48.8551788,2.3332427,10
ParkingVelo7628,48.8545739,2.3329244,10
ParkingVelo7629,48.8537893,2.3336482,5
ParkingVelo7630,48.8525338,2.3331727,12
ParkingVelo7631,48.8365928,2.3049247,7
ParkingVelo7632,48.8372297,2.3032044,2
ParkingVelo7633,48.8336075,2.2987589,8
ParkingVelo7634,48.833966,2.2991525,2
ParkingVelo7635,48.8360795,2.2973682,2
ParkingVelo7636,48.835042,2.2960175,8
ParkingVelo7637,48.832943,2.2919391,5
ParkingVelo7638,48.8291501,2.2922109,5
ParkingVelo7639,48.8269971,2.293044,5
ParkingVelo7640,48.8286424,2.2957292,20
ParkingVelo7641,48.8288148,2.2957364,10
ParkingVelo7642,48.8287007,2.2959783,16
ParkingVelo7643,48.8282854,2.3013891,8
ParkingVelo7644,48.8299478,2.3034586,5
ParkingVelo7645,48.8297647,2.3052677,5
ParkingVelo7646,48.831141,2.305407,5
ParkingVelo7647,48.8384894,2.3144762,5
ParkingVelo7648,48.842685,2.3160879,5
ParkingVelo7649,48.8231509,2.3448917,12
ParkingVelo7650,48.8249708,2.3432036,10
ParkingVelo7651,48.825016,2.3431454,6
ParkingVelo7652,48.8266986,2.3416812,10
ParkingVelo7653,48.8266816,2.3405398,24
ParkingVelo7654,48.826596,2.3403649,8
ParkingVelo7655,48.826607,2.3402842,8
ParkingVelo7656,48.8615039,2.3826773,7
ParkingVelo7657,48.8428906,2.2799039,8
ParkingVelo7658,48.8441599,2.2751112,10
ParkingVelo7659,48.8361624,2.2944375,10
ParkingVelo7660,48.8358811,2.2898749,5
ParkingVelo7661,48.8349519,2.291625,8
ParkingVelo7662,48.833215,2.2889268,16
ParkingVelo7663,48.8328612,2.2887095,4
ParkingVelo7664,48.832081,2.2783627,10
ParkingVelo7665,48.8318453,2.2781304,12
ParkingVelo7666,48.8250442,2.3266818,12
ParkingVelo7667,48.8314544,2.3297206,9
ParkingVelo7668,48.827699,2.3288743,12
ParkingVelo7669,48.8277156,2.3291957,10
ParkingVelo7670,48.8277581,2.3321438,6
ParkingVelo7671,48.8277573,2.332195,6
ParkingVelo7672,48.8277573,2.332244,6
ParkingVelo7675,48.8896263,2.3827632,10
ParkingVelo7676,48.8506491,2.3786446,20
ParkingVelo7677,48.8509046,2.3776294,8
ParkingVelo7678,48.851041,2.3770507,6
ParkingVelo7679,48.8522339,2.3126231,6
ParkingVelo7680,48.8407676,2.2889415,10
ParkingVelo7681,48.8407387,2.2889928,10
ParkingVelo7682,48.8676928,2.3460304,8
ParkingVelo7683,48.8515462,2.3907322,8
ParkingVelo7684,48.8515261,2.3905123,8
ParkingVelo7685,48.866949,2.3565546,12
ParkingVelo7686,48.8885154,2.3152281,10
ParkingVelo7687,48.8528567,2.2867303,11
ParkingVelo7688,48.8527447,2.287304,12
ParkingVelo7689,48.8518737,2.2888385,5
ParkingVelo7690,48.850796,2.2854039,12
ParkingVelo7691,48.8486952,2.2849485,5
ParkingVelo7692,48.8474201,2.2860215,5
ParkingVelo7693,48.8452891,2.286667,20
ParkingVelo7694,48.8439466,2.2887282,10
ParkingVelo7695,48.8439091,2.2886794,10
ParkingVelo7696,48.8423544,2.2869264,5
ParkingVelo7697,48.8413623,2.2910526,4
ParkingVelo7698,48.8422519,2.2940759,6
ParkingVelo7699,48.8466513,2.3017478,12
ParkingVelo7700,48.8435715,2.3064484,5
ParkingVelo7701,48.8426553,2.3003351,5
ParkingVelo7702,48.8400378,2.297492,10
ParkingVelo7703,48.8490684,2.3255295,10
ParkingVelo7705,48.8490427,2.3255706,10
ParkingVelo7706,48.8492631,2.3259899,10
ParkingVelo7707,48.8492241,2.3259193,10
ParkingVelo7709,48.8533299,2.3754731,12
ParkingVelo7710,48.8390955,2.3179659,14
ParkingVelo7711,48.8389886,2.3181702,10
ParkingVelo7712,48.8392295,2.3177573,15
ParkingVelo7713,48.8488091,2.341392,20
ParkingVelo7714,48.8939537,2.3215506,8
ParkingVelo7715,48.8874115,2.343357,8
ParkingVelo7716,48.8874315,2.3434515,8
ParkingVelo7717,48.8881899,2.3515143,8
ParkingVelo7718,48.8936882,2.3223519,8
ParkingVelo7719,48.8743427,2.3284545,10
ParkingVelo7720,48.881207,2.3790759,8
ParkingVelo7721,48.8810981,2.3788937,10
ParkingVelo7722,48.8760363,2.3353059,10
ParkingVelo7723,48.8737527,2.3352904,18
ParkingVelo7724,48.8753454,2.3352032,10
ParkingVelo7725,48.8335637,2.332929,86
ParkingVelo7726,48.8767641,2.3372598,10
ParkingVelo7727,48.8794078,2.3397862,26
ParkingVelo7728,48.8759577,2.3383347,10
ParkingVelo7729,48.8757776,2.3387422,6
ParkingVelo7730,48.87434,2.3379992,6
ParkingVelo7731,48.8742414,2.3379361,10
ParkingVelo7733,48.833021,2.3546089,6
ParkingVelo7734,48.8771788,2.3406443,8
ParkingVelo7735,48.877581,2.3409117,10
ParkingVelo7736,48.875087,2.3408258,26
ParkingVelo7737,48.8748095,2.3393469,18
ParkingVelo7738,48.874963,2.3403134,16
ParkingVelo7739,48.87465,2.339749,10
ParkingVelo7740,48.8424873,2.3244641,10
ParkingVelo7741,48.8423975,2.3245708,14
ParkingVelo7742,48.8424184,2.3244812,10
ParkingVelo7743,48.8198666,2.3252317,12
ParkingVelo7744,48.8733894,2.3406118,8
ParkingVelo7745,48.8734447,2.3406189,10
ParkingVelo7746,48.8874906,2.3256805,6
ParkingVelo7747,48.8729578,2.3395007,10
ParkingVelo7748,48.8349705,2.3742823,18
ParkingVelo7749,48.8349075,2.374166,18
ParkingVelo7750,48.8738633,2.3361406,6
ParkingVelo7751,48.8741747,2.3368156,10
ParkingVelo7752,48.8553805,2.3069948,20
ParkingVelo7753,48.8833147,2.3252462,10
ParkingVelo7755,48.8917957,2.333703,18
ParkingVelo7756,48.876074,2.3390678,22
ParkingVelo7757,48.8792831,2.3431107,8
ParkingVelo7758,48.8650528,2.2893941,12
ParkingVelo7760,48.864944,2.2902544,12
ParkingVelo7761,48.865014,2.2902399,12
ParkingVelo7764,48.848934,2.3919226,40
ParkingVelo7765,48.8736877,2.3007065,16
ParkingVelo7766,48.8421847,2.3357268,10
ParkingVelo7767,48.8567498,2.3935571,5
ParkingVelo7769,48.8707898,2.3012938,6
ParkingVelo7770,48.8602373,2.3531699,10
ParkingVelo7771,48.8804169,2.3272069,10
ParkingVelo7772,48.8804847,2.3272065,8
ParkingVelo7773,48.8817904,2.323877,20
ParkingVelo7774,48.8811938,2.3244103,16
ParkingVelo7775,48.8689437,2.3354624,10
ParkingVelo7776,48.8545199,2.3553113,10
ParkingVelo7777,48.8543715,2.3558406,8
ParkingVelo7778,48.881251,2.3272015,10
ParkingVelo7779,48.8812995,2.3272468,8
ParkingVelo7780,48.8796091,2.3271998,24
ParkingVelo7781,48.8796675,2.3271759,8
ParkingVelo7782,48.8779513,2.3272304,14
ParkingVelo7783,48.8820658,2.3206785,10
ParkingVelo7784,48.8785922,2.3124395,8
ParkingVelo7785,48.879022,2.313322,8
ParkingVelo7786,48.8798738,2.3152705,8
ParkingVelo7787,48.8762144,2.3196929,8
ParkingVelo7788,48.8762008,2.3206037,22
ParkingVelo7789,48.8757266,2.3210177,22
ParkingVelo7790,48.8705376,2.3175122,10
ParkingVelo7791,48.8820853,2.3287705,22
ParkingVelo7792,48.8801607,2.3305816,10
ParkingVelo7793,48.8805421,2.3304665,16
ParkingVelo7794,48.8784301,2.3570564,10
ParkingVelo7795,48.878462,2.3572658,6
ParkingVelo7796,48.8784314,2.3577923,6
ParkingVelo7797,48.8784058,2.3582238,6
ParkingVelo7798,48.8783408,2.358247,8
ParkingVelo7799,48.8780356,2.3521357,12
ParkingVelo7800,48.8769145,2.3471273,6
ParkingVelo7801,48.8767285,2.3470616,20
ParkingVelo7802,48.8768137,2.3474581,16
ParkingVelo7804,48.8486788,2.3122052,6
ParkingVelo7805,48.8541768,2.3150077,12
ParkingVelo7806,48.8486825,2.3121472,10
ParkingVelo7807,48.848813,2.3125666,4
ParkingVelo7808,48.8535071,2.3145396,8
ParkingVelo7809,48.8535337,2.3144739,8
ParkingVelo7810,48.8534572,2.3144718,8
ParkingVelo7811,48.8488644,2.312542,4
ParkingVelo7812,48.8718265,2.3404371,16
ParkingVelo7813,48.871595,2.3418834,12
ParkingVelo7814,48.871812,2.3405359,10
ParkingVelo7815,48.8718031,2.3406235,6
ParkingVelo7816,48.8719589,2.3407651,6
ParkingVelo7817,48.8717334,2.3410066,12
ParkingVelo7818,48.8717019,2.342328,6
ParkingVelo7819,48.8716805,2.342454,4
ParkingVelo7820,48.8715149,2.342322,6
ParkingVelo7821,48.8714198,2.3429455,10
ParkingVelo7822,48.8719704,2.3406226,10
ParkingVelo7823,48.871812,2.3416056,10
ParkingVelo7824,48.8718482,2.3414245,12
ParkingVelo7825,48.8715785,2.3419917,12
ParkingVelo7826,48.8717473,2.3420488,10
ParkingVelo7827,48.8714552,2.342728,14
ParkingVelo7828,48.8718687,2.3412553,8
ParkingVelo7829,48.8716296,2.3420333,8
ParkingVelo7830,48.8715322,2.3422091,6
ParkingVelo7831,48.8990702,2.334822,16
ParkingVelo7832,48.8987722,2.3341026,10
ParkingVelo7833,48.8991846,2.3300594,6
ParkingVelo7834,48.8991068,2.3306973,6
ParkingVelo7835,48.8960033,2.3284747,20
ParkingVelo7836,48.8943565,2.3279377,30
ParkingVelo7837,48.8928618,2.3274523,8
ParkingVelo7838,48.8927963,2.3272644,14
ParkingVelo7839,48.8922352,2.3270817,10
ParkingVelo7840,48.8919707,2.3271296,22
ParkingVelo7841,48.8626255,2.3795306,6
ParkingVelo7842,48.8284835,2.3128333,8
ParkingVelo7843,48.8804939,2.3286643,12
ParkingVelo7844,48.8788002,2.3279378,20
ParkingVelo7845,48.8787599,2.3271278,10
ParkingVelo7846,48.8789357,2.3294213,26
ParkingVelo7848,48.8786977,2.327136,10
ParkingVelo7849,48.8805598,2.3286005,8
ParkingVelo7850,48.8812501,2.3246794,8
ParkingVelo7851,48.8820826,2.3244817,4
ParkingVelo7852,48.8820005,2.3243923,14
ParkingVelo7854,48.8826308,2.3243557,8
ParkingVelo7855,48.8810896,2.3247184,8
ParkingVelo7856,48.8821813,2.3244612,4
ParkingVelo7857,48.8815714,2.3246014,4
ParkingVelo7858,48.8814324,2.3246363,4
ParkingVelo7859,48.8814586,2.3246301,4
ParkingVelo7860,48.882074,2.3243814,8
ParkingVelo7861,48.8824275,2.3244003,4
ParkingVelo7862,48.8816416,2.3245835,4
ParkingVelo7863,48.8821547,2.3244671,4
ParkingVelo7864,48.88205,2.3246723,8
ParkingVelo7865,48.8824534,2.3243945,4
ParkingVelo7866,48.8822439,2.3244453,4
ParkingVelo7867,48.8823351,2.324421,4
ParkingVelo7868,48.8825163,2.324381,4
ParkingVelo7869,48.8826367,2.3242466,10
ParkingVelo7870,48.8822682,2.324439,4
ParkingVelo7871,48.8813308,2.3246599,8
ParkingVelo7872,48.8813683,2.3246513,4
ParkingVelo7873,48.8823617,2.3244144,4
ParkingVelo7874,48.8845544,2.323192,10
ParkingVelo7875,48.8825496,2.3243738,8
ParkingVelo7876,48.8632289,2.3415509,8
ParkingVelo7877,48.8228537,2.3278183,8
ParkingVelo7878,48.8228804,2.3276744,8
ParkingVelo7891,48.8874452,2.3181105,10
ParkingVelo7892,48.8444631,2.3838335,36
ParkingVelo7893,48.8718204,2.3957668,12
ParkingVelo7894,48.8718913,2.3957941,12
ParkingVelo7895,48.8716448,2.3956983,8
ParkingVelo7896,48.8479497,2.4044753,36
ParkingVelo7897,48.8482412,2.401136,10
ParkingVelo7898,48.8480081,2.4037108,10
ParkingVelo7899,48.8480211,2.4036031,20
ParkingVelo7900,48.8482622,2.4009008,30
ParkingVelo7901,48.8483855,2.3995315,28
ParkingVelo7902,48.8423863,2.3104706,6
ParkingVelo7903,48.8475969,2.3134588,10
ParkingVelo7904,48.8420516,2.3089581,18
ParkingVelo7905,48.8476225,2.3132126,10
ParkingVelo7906,48.8478052,2.3133447,10
ParkingVelo7908,48.8477819,2.3132567,10
ParkingVelo7911,48.8722625,2.3930875,14
ParkingVelo7912,48.8286065,2.3728668,12
ParkingVelo7914,48.8522296,2.3830665,5
ParkingVelo7915,48.831451,2.3642538,12
ParkingVelo7916,48.8306698,2.3659306,16
ParkingVelo7917,48.8767717,2.3363552,10
ParkingVelo7918,48.878826,2.3315783,8
ParkingVelo7919,48.8821629,2.3319618,10
ParkingVelo7921,48.8860545,2.3285379,20
ParkingVelo7922,48.8721246,2.3397921,8
ParkingVelo7923,48.8778017,2.3321359,14
ParkingVelo7924,48.8803838,2.3329474,10
ParkingVelo7926,48.8809046,2.3331315,22
ParkingVelo7927,48.8766893,2.3353933,26
ParkingVelo7928,48.8822289,2.3316826,16
ParkingVelo7930,48.8811568,2.3316753,12
ParkingVelo7931,48.8722682,2.3392967,12
ParkingVelo7933,48.882775,2.3322231,10
ParkingVelo7935,48.8863946,2.3280604,8
ParkingVelo7936,48.8809662,2.3325692,6
ParkingVelo7939,48.8760794,2.3362092,32
ParkingVelo7940,48.8792166,2.3314547,10
ParkingVelo7941,48.8794731,2.3314467,14
ParkingVelo7942,48.8886067,2.3329392,8
ParkingVelo7943,48.8768294,2.3356601,12
ParkingVelo7944,48.8781402,2.3322523,10
ParkingVelo7946,48.8871459,2.3285217,30
ParkingVelo7947,48.880439,2.3329225,20
ParkingVelo7948,48.8863016,2.3281606,8
ParkingVelo7951,48.8373039,2.3908895,22
ParkingVelo7952,48.8758991,2.3439436,18
ParkingVelo7953,48.8447414,2.3243615,20
ParkingVelo7954,48.8527848,2.3251377,10
ParkingVelo7956,48.8517497,2.325094,8
ParkingVelo7959,48.8516933,2.3246622,10
ParkingVelo7960,48.8542774,2.3263665,10
ParkingVelo7962,48.8372397,2.319574,14
ParkingVelo7964,48.8313321,2.3116005,10
ParkingVelo7966,48.8527617,2.323887,10
ParkingVelo7967,48.8535026,2.3260076,8
ParkingVelo7970,48.8455471,2.3239615,28
ParkingVelo7971,48.8508844,2.3255474,8
ParkingVelo7972,48.8430829,2.3242987,12
ParkingVelo7973,48.8804635,2.3348247,8
ParkingVelo7974,48.8784873,2.3536914,10
ParkingVelo7975,48.8776083,2.3503181,10
ParkingVelo7976,48.8774985,2.3499142,8
ParkingVelo7977,48.8767134,2.3468038,16
ParkingVelo7978,48.8752093,2.3408628,8
ParkingVelo7979,48.8744797,2.338159,20
ParkingVelo7980,48.864912,2.3968232,8
ParkingVelo7981,48.8649143,2.3967612,8
ParkingVelo7982,48.8648122,2.3980594,8
ParkingVelo7983,48.8650929,2.3981659,8
ParkingVelo7984,48.8664031,2.3999593,8
ParkingVelo7985,48.8715939,2.4038601,6
ParkingVelo7986,48.8715227,2.4038885,10
ParkingVelo7987,48.8709117,2.4037779,10
ParkingVelo7988,48.8704765,2.4033937,10
ParkingVelo7989,48.8704835,2.4032075,12
ParkingVelo7990,48.870082,2.4029137,20
ParkingVelo7991,48.8699492,2.4027457,10
ParkingVelo7992,48.8699967,2.4027868,10
ParkingVelo7993,48.8697724,2.4028032,10
ParkingVelo7994,48.8695474,2.4028295,8
ParkingVelo7995,48.8696532,2.4023946,8
ParkingVelo7996,48.8697078,2.4024297,16
ParkingVelo7997,48.8694502,2.4025093,12
ParkingVelo7998,48.8694097,2.4023225,12
ParkingVelo7999,48.8690207,2.401949,10
ParkingVelo8000,48.8688762,2.4018281,10
ParkingVelo8001,48.868445,2.4016306,8
ParkingVelo8002,48.8679814,2.4015366,10
ParkingVelo8003,48.8680462,2.4015587,6
ParkingVelo8004,48.8674567,2.4007774,8
ParkingVelo8005,48.8666675,2.3997638,28
ParkingVelo8006,48.8666018,2.3997406,10
ParkingVelo8007,48.8662097,2.3992023,18
ParkingVelo8008,48.8662399,2.3997158,6
ParkingVelo8009,48.866047,2.3995463,8
ParkingVelo8010,48.866096,2.3994055,8
ParkingVelo8011,48.8660583,2.3993682,8
ParkingVelo8012,48.8654956,2.3990838,8
ParkingVelo8013,48.8655184,2.3992426,10
ParkingVelo8014,48.8650281,2.396572,8
ParkingVelo8015,48.8650552,2.3959745,12
ParkingVelo8016,48.8647606,2.3950777,10
ParkingVelo8017,48.8646231,2.3945442,10
ParkingVelo8018,48.8647015,2.3948469,10
ParkingVelo8019,48.8647389,2.3950028,10
ParkingVelo8020,48.8648707,2.3944467,8
ParkingVelo8021,48.8645283,2.3937005,10
ParkingVelo8022,48.8643079,2.3928512,12
ParkingVelo8023,48.864027,2.3922009,14
ParkingVelo8024,48.8635631,2.3899061,10
ParkingVelo8025,48.8634184,2.3898164,10
ParkingVelo8026,48.8633037,2.3893525,10
ParkingVelo8027,48.8634258,2.3893706,10
ParkingVelo8028,48.8633497,2.3890762,6
ParkingVelo8029,48.8630635,2.3884231,8
ParkingVelo8030,48.8630035,2.3881824,10
ParkingVelo8031,48.86304,2.3877261,8
ParkingVelo8032,48.8630674,2.387021,10
ParkingVelo8033,48.862997,2.3869374,10
ParkingVelo8034,48.8632047,2.3870801,10
ParkingVelo8035,48.8631251,2.3871718,10
ParkingVelo8036,48.8630456,2.3866466,18
ParkingVelo8037,48.8631754,2.3857465,10
ParkingVelo8038,48.8633013,2.3856892,14
ParkingVelo8039,48.8640281,2.3802141,10
ParkingVelo8040,48.8645678,2.3784293,10
ParkingVelo8041,48.8645936,2.3782932,26
ParkingVelo8042,48.8650435,2.3758753,16
ParkingVelo8043,48.8651184,2.3755418,12
ParkingVelo8044,48.8658834,2.3723514,44
ParkingVelo8045,48.8667397,2.3669277,18
ParkingVelo8046,48.8649318,2.3992657,10
ParkingVelo8047,48.8648073,2.3995303,6
ParkingVelo8048,48.8649436,2.4000388,4
ParkingVelo8050,48.8819512,2.3619932,5
ParkingVelo8051,48.8817525,2.3621027,3
ParkingVelo8052,48.8818529,2.3623855,5
ParkingVelo8053,48.8818872,2.362008,3
ParkingVelo8054,48.8818192,2.362016,3
